                 EDGE
  DEME  LEFT  RIGHT mean f      f(heter)    meanHI      var(HI)     var(p)      LD          Ch1l1       Ch1l2       
    0:  0.5         0           0           0           0           0           0           0           
    2:  0.5         0           1           0           0           0           1           1           
